Trans_ID,Date,Store_ID,Product_ID,Customer_ID,Quantity,Total_Revenue,Unit_Cost,Category_Name,Avg_Region_Shipping_Cost,Shipping_Cost,Category,Avg_Monthly_Category_Marketing_Cost,Marketing_Cost,Net_Profit
4818,2023-05-21 20:31:00,5.0,127,671,1,9500.0,6907.0,Audio,541.75,541.75,Audio,,,
4819,2024-04-09 18:23:00,7.0,137,162,2,4400.0,1422.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
4820,2024-02-18 09:03:00,4.0,119,281,1,2800.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
4821,2025-12-15 20:36:00,3.0,136,1101,2,5000.0,1606.0,Printers,,,Printers,,,
4822,2023-10-28 11:30:00,3.0,108,111,1,48000.0,31082.0,Computers,541.75,541.75,Computers,,,
4823,2023-11-23 20:49:00,1.0,137,947,1,2200.0,1422.0,Printers,488.0,488.0,Printers,,,
4824,2024-05-14 10:47:00,1.0,125,956,2,9000.0,3086.0,Audio,488.0,488.0,,,,
4825,2023-05-25 13:42:00,2.0,120,878,3,4500.0,1029.0,Smartphones,,,Smartphones,,,
4826,2024-07-15 16:40:00,1.0,112,248,1,38000.0,25796.0,Smartphones,541.75,541.75,Smartphones,,,
4827,2023-06-26 13:25:00,6.0,137,262,2,4400.0,1422.0,Printers,488.0,488.0,Printers,,,
4828,2025-12-10 19:03:00,5.0,100,1127,1,125000.0,87901.0,Computers,992.3333333333334,992.3333333333334,,,,
4829,2024-02-08 11:02:00,6.0,136,113,2,5000.0,1606.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
4830,2025-10-19 20:46:00,5.0,118,544,1,3500.0,2473.0,Smartphones,,,,,,
4831,2024-05-04 12:19:00,5.0,128,946,1,58000.0,37743.0,Cameras,488.0,488.0,Cameras,,,
4832,2023-04-23 15:15:00,5.0,119,28,2,5600.0,1695.0,Smartphones,488.0,488.0,Smartphones,,,
4833,2024-11-03 12:39:00,10.0,132,949,1,38000.0,23961.0,Printers,992.3333333333334,992.3333333333334,,,,
4834,2025-01-22 14:43:00,8.0,125,846,1,4500.0,3086.0,Audio,488.0,488.0,Audio,,,
4835,2023-02-19 11:01:00,2.0,119,874,2,5600.0,1695.0,Smartphones,,,Smartphones,,,
4836,2023-02-16 14:21:00,5.0,136,632,5,12500.0,1606.0,Printers,488.0,488.0,Printers,,,
4837,2024-09-02 17:42:00,3.0,118,45,3,10500.0,2473.0,Smartphones,,,Smartphones,,,
4838,2024-04-08 12:39:00,7.0,120,981,1,1500.0,1029.0,Smartphones,,,Smartphones,,,
4839,2025-05-19 11:21:00,4.0,108,49,1,48000.0,31082.0,Computers,488.0,488.0,Computers,,,
4840,2025-12-30 13:32:00,11.0,120,719,1,1500.0,1029.0,Smartphones,541.75,541.75,Smartphones,,,
4841,2024-12-31 14:52:00,10.0,137,437,1,2200.0,1422.0,Printers,541.75,541.75,Printers,,,
4842,2025-10-23 12:50:00,1.0,137,780,1,2200.0,1422.0,Printers,488.0,488.0,Printers,,,
4843,2025-05-14 16:53:00,2.0,103,514,1,98000.0,63780.0,Computers,488.0,488.0,Computers,,,
4844,2023-04-24 09:06:00,3.0,105,1095,1,85000.0,52017.0,Computers,488.0,488.0,Computers,,,
4845,2024-06-18 20:26:00,6.0,110,616,1,24000.0,15039.0,Computers,992.3333333333334,992.3333333333334,Computers,,,
4846,2023-12-18 11:51:00,9.0,109,242,1,42000.0,31127.0,Computers,541.75,541.75,Computers,,,
4847,2023-08-07 16:30:00,10.0,125,1147,1,4500.0,3086.0,Audio,,,Audio,,,
4848,2025-11-09 17:25:00,6.0,119,600,1,2800.0,1695.0,Smartphones,541.75,541.75,Smartphones,,,
4849,2024-11-22 10:45:00,3.0,136,1051,1,2500.0,1606.0,Printers,992.3333333333334,992.3333333333334,,,,
4850,2025-05-27 11:28:00,2.0,124,402,1,48000.0,33033.0,Audio,488.0,488.0,Audio,,,
4851,2024-12-24 18:34:00,2.0,136,301,1,2500.0,1606.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
4852,2024-08-12 19:08:00,10.0,118,247,2,7000.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
4853,2023-12-14 12:58:00,3.0,119,1171,2,5600.0,1695.0,Smartphones,488.0,488.0,Smartphones,,,
4854,2025-02-26 09:57:00,2.0,120,824,5,7500.0,1029.0,Smartphones,,,Smartphones,,,
4855,2024-07-06 20:43:00,1.0,134,344,1,28000.0,17855.0,Printers,488.0,488.0,Printers,,,
4856,2023-11-13 09:13:00,5.0,121,78,3,2400.0,526.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
4857,2025-11-22 17:35:00,5.0,119,14,5,14000.0,1695.0,Smartphones,,,Smartphones,,,
4858,2023-05-17 11:04:00,5.0,112,1086,1,38000.0,25796.0,Smartphones,,,Smartphones,,,
4859,2025-09-12 10:09:00,1.0,121,195,1,800.0,526.0,Smartphones,541.75,541.75,Smartphones,,,
4860,2024-08-23 11:26:00,7.0,118,164,1,3500.0,2473.0,Smartphones,,,Smartphones,,,
4861,2024-02-26 15:36:00,1.0,127,358,1,9500.0,6907.0,Audio,541.75,541.75,Audio,,,
4862,2025-08-31 14:26:00,5.0,126,268,1,24000.0,17991.0,Audio,992.3333333333334,992.3333333333334,Audio,,,
4863,2025-10-16 17:46:00,8.0,128,984,1,58000.0,37743.0,Cameras,488.0,488.0,Cameras,,,
4864,2023-07-03 18:24:00,1.0,108,671,1,48000.0,31082.0,Computers,541.75,541.75,Computers,,,
4865,2024-12-02 14:01:00,3.0,118,465,3,10500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
4866,2024-05-17 12:02:00,8.0,126,1020,1,24000.0,17991.0,Audio,488.0,488.0,,,,
4867,2025-09-13 10:25:00,9.0,137,288,2,4400.0,1422.0,Printers,488.0,488.0,Printers,,,
4868,2025-04-10 13:01:00,2.0,118,674,1,3500.0,2473.0,Smartphones,541.75,541.75,Smartphones,,,
4869,2023-02-08 14:02:00,1.0,118,977,1,3500.0,2473.0,Smartphones,541.75,541.75,Smartphones,,,
4870,2024-06-25 10:32:00,7.0,131,134,1,360000.0,218747.0,Cameras,488.0,488.0,Cameras,,,
4871,2023-12-11 12:09:00,7.0,101,163,1,260000.0,167880.0,Computers,992.3333333333334,992.3333333333334,Computers,,,
4872,2023-09-16 15:20:00,5.0,115,603,1,230000.0,161913.0,Smartphones,,,Smartphones,,,
4873,2024-03-24 20:06:00,1.0,119,147,2,5600.0,1695.0,Smartphones,,,Smartphones,,,
4874,2024-03-23 14:15:00,1.0,137,417,3,6600.0,1422.0,Printers,488.0,488.0,Printers,,,
4875,2024-09-24 11:01:00,1.0,121,371,1,800.0,526.0,Smartphones,488.0,488.0,Smartphones,,,
4876,2023-01-15 14:17:00,1.0,137,1159,2,4400.0,1422.0,Printers,488.0,488.0,Printers,,,
4877,2025-02-12 11:14:00,6.0,137,91,1,2200.0,1422.0,Printers,488.0,488.0,Printers,,,
4878,2025-02-24 16:15:00,6.0,121,847,2,1600.0,526.0,Smartphones,541.75,541.75,Smartphones,,,
4879,2023-01-19 11:07:00,2.0,123,290,1,9500.0,7113.0,Audio,488.0,488.0,Audio,,,
4880,2025-04-07 12:46:00,7.0,125,475,3,13500.0,3086.0,Audio,488.0,488.0,Audio,,,
4881,2025-07-04 18:41:00,3.0,137,976,1,2200.0,1422.0,Printers,488.0,488.0,Printers,,,
4882,2023-10-27 12:15:00,1.0,136,845,1,2500.0,1606.0,Printers,488.0,488.0,Printers,,,
4883,2024-01-04 18:02:00,3.0,134,283,1,28000.0,17855.0,Printers,488.0,488.0,Printers,,,
4884,2023-03-15 14:07:00,1.0,115,210,1,230000.0,161913.0,Smartphones,541.75,541.75,Smartphones,,,
4885,2025-02-25 13:02:00,4.0,126,424,1,24000.0,17991.0,Audio,541.75,541.75,,,,
4886,2025-12-20 14:06:00,12.0,132,296,1,38000.0,23961.0,Printers,,,Printers,,,
4887,2023-06-16 18:23:00,7.0,121,329,1,800.0,526.0,Smartphones,,,Smartphones,,,
4888,2023-01-29 17:15:00,6.0,119,1016,1,2800.0,1695.0,Smartphones,,,Smartphones,,,
4889,2025-07-30 15:35:00,4.0,101,740,1,260000.0,167880.0,Computers,488.0,488.0,,,,
4890,2023-09-05 14:04:00,7.0,136,666,2,5000.0,1606.0,Printers,488.0,488.0,Printers,,,
4891,2023-03-03 19:16:00,9.0,107,1108,1,65000.0,40453.0,Computers,488.0,488.0,Computers,,,
4892,2024-04-07 11:16:00,3.0,128,1036,1,58000.0,37743.0,Cameras,,,Cameras,,,
4893,2025-12-18 15:39:00,1.0,108,353,1,48000.0,31082.0,Computers,,,,,,
4894,2025-09-19 14:50:00,7.0,112,98,1,38000.0,25796.0,Smartphones,488.0,488.0,Smartphones,,,
4895,2024-08-23 12:38:00,2.0,108,128,1,48000.0,31082.0,Computers,992.3333333333334,992.3333333333334,Computers,,,
4896,2023-03-08 15:53:00,2.0,123,936,1,9500.0,7113.0,Audio,992.3333333333334,992.3333333333334,Audio,,,
4897,2025-02-13 12:17:00,7.0,134,553,1,28000.0,17855.0,Printers,541.75,541.75,Printers,,,
4898,2023-03-05 18:26:00,8.0,134,915,1,28000.0,17855.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
4899,2023-07-23 20:05:00,2.0,136,495,1,2500.0,1606.0,Printers,488.0,488.0,Printers,,,
4900,2024-02-10 13:36:00,1.0,120,426,3,4500.0,1029.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
4901,2024-01-20 19:28:00,7.0,137,642,2,4400.0,1422.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
4902,2023-07-26 10:59:00,3.0,126,315,1,24000.0,17991.0,Audio,992.3333333333334,992.3333333333334,Audio,,,
4903,2024-06-19 13:37:00,3.0,112,614,1,38000.0,25796.0,Smartphones,488.0,488.0,Smartphones,,,
4904,2023-06-30 12:46:00,1.0,110,834,1,24000.0,15039.0,Computers,488.0,488.0,Computers,,,
4905,2025-08-02 19:38:00,5.0,121,198,2,1600.0,526.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
4906,2025-04-08 14:11:00,5.0,108,944,1,48000.0,31082.0,Computers,488.0,488.0,Computers,,,
4907,2025-11-16 19:13:00,8.0,137,924,2,4400.0,1422.0,Printers,,,Printers,,,
4908,2025-07-14 20:10:00,10.0,127,142,1,9500.0,6907.0,Audio,992.3333333333334,992.3333333333334,Audio,,,
4909,2025-04-04 18:26:00,6.0,136,1054,1,2500.0,1606.0,Printers,488.0,488.0,Printers,,,
4910,2024-10-21 17:29:00,10.0,137,999,1,2200.0,1422.0,Printers,,,Printers,,,
4911,2023-10-23 09:30:00,2.0,108,427,1,48000.0,31082.0,Computers,992.3333333333334,992.3333333333334,Computers,,,
4912,2025-10-26 16:53:00,8.0,120,408,1,1500.0,1029.0,Smartphones,488.0,488.0,,,,
4913,2025-07-19 09:22:00,9.0,120,591,5,7500.0,1029.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
4914,2025-11-29 13:49:00,3.0,123,317,1,9500.0,7113.0,Audio,488.0,488.0,Audio,,,
4915,2025-08-29 13:49:00,4.0,135,477,1,12000.0,8606.0,Printers,488.0,488.0,Printers,,,
4916,2024-03-02 09:41:00,1.0,134,751,1,28000.0,17855.0,Printers,488.0,488.0,Printers,,,
4917,2024-05-03 14:11:00,3.0,120,241,1,1500.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
4918,2024-12-01 18:03:00,7.0,120,241,3,4500.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
4919,2025-01-30 16:22:00,5.0,120,1038,2,3000.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
4920,2023-03-01 15:51:00,7.0,118,981,1,3500.0,2473.0,Smartphones,,,Smartphones,,,
4921,2024-03-14 18:35:00,5.0,119,150,2,5600.0,1695.0,Smartphones,488.0,488.0,Smartphones,,,
4922,2024-05-05 09:18:00,5.0,136,979,2,5000.0,1606.0,Printers,,,Printers,,,
4923,2025-02-04 11:21:00,10.0,119,495,1,2800.0,1695.0,Smartphones,488.0,488.0,Smartphones,,,
4924,2025-11-25 09:44:00,6.0,115,1117,1,230000.0,161913.0,Smartphones,,,Smartphones,,,
4925,2023-04-03 15:55:00,1.0,109,153,1,42000.0,31127.0,Computers,992.3333333333334,992.3333333333334,Computers,,,
4926,2023-05-28 11:41:00,4.0,136,125,3,7500.0,1606.0,Printers,488.0,488.0,Printers,,,
4927,2023-06-07 10:31:00,9.0,109,995,1,42000.0,31127.0,Computers,488.0,488.0,Computers,,,
4928,2023-04-30 09:11:00,9.0,112,712,1,38000.0,25796.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
4929,2023-02-18 10:38:00,2.0,126,493,1,24000.0,17991.0,Audio,488.0,488.0,Audio,,,
4930,2023-06-01 15:02:00,3.0,120,483,1,1500.0,1029.0,Smartphones,541.75,541.75,Smartphones,,,
4931,2024-06-09 17:16:00,1.0,135,955,1,12000.0,8606.0,Printers,,,Printers,,,
4932,2025-04-14 17:12:00,5.0,110,882,1,24000.0,15039.0,Computers,541.75,541.75,Computers,,,
4933,2024-01-11 11:28:00,2.0,120,547,1,1500.0,1029.0,Smartphones,541.75,541.75,,,,
4934,2024-07-04 10:50:00,6.0,135,96,1,12000.0,8606.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
4935,2023-11-24 20:52:00,8.0,121,66,1,800.0,526.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
4936,2024-09-22 17:01:00,1.0,137,1164,3,6600.0,1422.0,Printers,,,Printers,,,
4937,2023-02-19 09:29:00,2.0,103,157,1,98000.0,63780.0,Computers,541.75,541.75,Computers,,,
4938,2024-07-01 18:37:00,4.0,137,846,2,4400.0,1422.0,Printers,488.0,488.0,Printers,,,
4939,2025-05-29 14:44:00,2.0,121,987,3,2400.0,526.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
4940,2024-10-27 12:14:00,7.0,121,1011,1,800.0,526.0,Smartphones,488.0,488.0,Smartphones,,,
4941,2024-03-25 17:39:00,2.0,118,941,1,3500.0,2473.0,Smartphones,541.75,541.75,Smartphones,,,
4942,2025-04-11 09:03:00,4.0,121,748,2,1600.0,526.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
4943,2023-11-03 20:00:00,2.0,137,242,3,6600.0,1422.0,Printers,541.75,541.75,Printers,,,
4944,2025-02-20 15:45:00,3.0,136,200,2,5000.0,1606.0,Printers,488.0,488.0,Printers,,,
4945,2025-05-04 11:41:00,4.0,136,1094,3,7500.0,1606.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
4946,2025-11-07 18:24:00,7.0,118,600,5,17500.0,2473.0,Smartphones,541.75,541.75,Smartphones,,,
4947,2024-02-01 20:28:00,2.0,122,139,1,68000.0,43059.0,Audio,541.75,541.75,Audio,,,
4948,2024-02-20 16:39:00,3.0,112,820,1,38000.0,25796.0,Smartphones,541.75,541.75,Smartphones,,,
4949,2025-07-31 17:21:00,6.0,125,34,5,22500.0,3086.0,Audio,,,Audio,,,
4950,2025-10-10 09:11:00,2.0,120,1122,1,1500.0,1029.0,Smartphones,488.0,488.0,,,,
4951,2024-03-06 09:43:00,6.0,137,197,1,2200.0,1422.0,Printers,,,Printers,,,
4952,2023-01-18 19:24:00,4.0,124,278,1,48000.0,33033.0,Audio,,,Audio,,,
4953,2024-09-18 12:08:00,3.0,104,777,1,310000.0,196558.0,Computers,992.3333333333334,992.3333333333334,Computers,,,
4954,2025-10-05 12:40:00,3.0,126,80,1,24000.0,17991.0,Audio,488.0,488.0,Audio,,,
4955,2023-12-07 10:51:00,5.0,125,260,5,22500.0,3086.0,Audio,541.75,541.75,Audio,,,
4956,2024-01-02 11:24:00,5.0,113,835,1,58000.0,37157.0,Smartphones,488.0,488.0,,,,
4957,2024-09-02 10:05:00,1.0,119,267,2,5600.0,1695.0,Smartphones,541.75,541.75,Smartphones,,,
4958,2023-03-12 15:06:00,4.0,110,399,1,24000.0,15039.0,Computers,541.75,541.75,Computers,,,
4959,2023-09-26 18:01:00,5.0,125,854,3,13500.0,3086.0,Audio,992.3333333333334,992.3333333333334,Audio,,,
4960,2025-10-23 10:03:00,9.0,137,579,2,4400.0,1422.0,Printers,488.0,488.0,Printers,,,
4961,2025-06-24 10:09:00,7.0,121,749,3,2400.0,526.0,Smartphones,541.75,541.75,Smartphones,,,
4962,2024-08-31 13:33:00,11.0,128,1127,1,58000.0,37743.0,Cameras,992.3333333333334,992.3333333333334,Cameras,,,
4963,2025-09-08 15:00:00,9.0,110,576,1,24000.0,15039.0,Computers,992.3333333333334,992.3333333333334,Computers,,,
4964,2024-12-08 16:22:00,1.0,119,320,1,2800.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
4965,2023-08-04 12:29:00,11.0,125,504,3,13500.0,3086.0,Audio,488.0,488.0,Audio,,,
4966,2023-02-26 16:13:00,2.0,135,858,1,12000.0,8606.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
4967,2025-01-10 16:18:00,7.0,125,19,3,13500.0,3086.0,Audio,488.0,488.0,Audio,,,
4968,2023-01-25 16:32:00,8.0,118,43,3,10500.0,2473.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
4969,2025-11-05 12:06:00,1.0,108,853,1,48000.0,31082.0,Computers,488.0,488.0,Computers,,,
4970,2023-05-14 19:01:00,7.0,119,1192,1,2800.0,1695.0,Smartphones,488.0,488.0,Smartphones,,,
4971,2023-02-03 15:09:00,3.0,120,767,3,4500.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
4972,2024-03-30 20:51:00,4.0,136,32,1,2500.0,1606.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
4973,2025-05-10 14:51:00,5.0,136,907,2,5000.0,1606.0,Printers,541.75,541.75,Printers,,,
4974,2025-05-05 16:27:00,4.0,105,481,1,85000.0,52017.0,Computers,488.0,488.0,Computers,,,
4975,2025-06-27 12:52:00,4.0,119,917,1,2800.0,1695.0,Smartphones,541.75,541.75,Smartphones,,,
4976,2024-12-08 13:43:00,10.0,102,912,1,195000.0,141052.0,Computers,541.75,541.75,Computers,,,
4977,2024-05-08 15:04:00,4.0,118,495,3,10500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
4978,2023-08-02 20:02:00,1.0,125,223,3,13500.0,3086.0,Audio,488.0,488.0,Audio,,,
4979,2025-05-27 20:22:00,10.0,112,709,1,38000.0,25796.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
4980,2024-03-31 14:45:00,3.0,131,288,1,360000.0,218747.0,Cameras,488.0,488.0,Cameras,,,
4981,2024-08-12 14:25:00,1.0,118,22,3,10500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
4982,2023-10-19 13:09:00,3.0,121,867,3,2400.0,526.0,Smartphones,488.0,488.0,Smartphones,,,
4983,2024-09-23 09:09:00,4.0,124,228,1,48000.0,33033.0,Audio,992.3333333333334,992.3333333333334,Audio,,,
4984,2025-03-08 10:11:00,2.0,126,1163,1,24000.0,17991.0,Audio,488.0,488.0,Audio,,,
4985,2024-06-27 18:44:00,3.0,126,596,1,24000.0,17991.0,Audio,,,Audio,,,
4986,2023-10-29 15:08:00,2.0,136,293,1,2500.0,1606.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
4987,2024-01-15 15:29:00,3.0,118,588,1,3500.0,2473.0,Smartphones,488.0,488.0,,,,
4988,2023-06-10 09:13:00,7.0,134,264,1,28000.0,17855.0,Printers,,,Printers,,,
4989,2024-09-06 11:18:00,4.0,128,1044,1,58000.0,37743.0,Cameras,488.0,488.0,Cameras,,,
4990,2023-09-26 12:47:00,10.0,105,390,1,85000.0,52017.0,Computers,992.3333333333334,992.3333333333334,Computers,,,
4991,2023-03-15 14:39:00,6.0,125,339,1,4500.0,3086.0,Audio,488.0,488.0,Audio,,,
4992,2023-10-08 20:10:00,2.0,121,390,1,800.0,526.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
4993,2023-02-18 20:08:00,11.0,124,318,1,48000.0,33033.0,Audio,488.0,488.0,Audio,,,
4994,2024-08-26 19:15:00,3.0,120,272,5,7500.0,1029.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
4995,2025-10-12 13:53:00,3.0,112,1195,1,38000.0,25796.0,Smartphones,541.75,541.75,,,,
4996,2024-08-15 11:06:00,3.0,125,1008,3,13500.0,3086.0,Audio,488.0,488.0,Audio,,,
4997,2025-10-22 20:31:00,1.0,133,809,1,45000.0,32905.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
4998,2025-11-01 14:20:00,2.0,135,993,1,12000.0,8606.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
4999,2025-03-06 13:58:00,6.0,132,496,1,38000.0,23961.0,Printers,,,Printers,,,
5000,2025-08-05 18:30:00,10.0,121,508,1,800.0,526.0,Smartphones,488.0,488.0,Smartphones,,,
5001,2025-08-17 09:28:00,9.0,136,1096,2,5000.0,1606.0,Printers,488.0,488.0,Printers,,,
5002,2025-08-31 16:56:00,3.0,110,1115,1,24000.0,15039.0,Computers,488.0,488.0,Computers,,,
5003,2025-03-30 09:16:00,8.0,125,183,2,9000.0,3086.0,Audio,541.75,541.75,Audio,,,
5004,2023-06-10 10:02:00,4.0,121,534,2,1600.0,526.0,Smartphones,488.0,488.0,Smartphones,,,
5005,2025-06-09 17:22:00,3.0,121,497,2,1600.0,526.0,Smartphones,488.0,488.0,Smartphones,,,
5006,2024-12-06 18:09:00,10.0,118,837,1,3500.0,2473.0,Smartphones,541.75,541.75,Smartphones,,,
5007,2023-02-23 18:48:00,7.0,121,504,1,800.0,526.0,Smartphones,488.0,488.0,Smartphones,,,
5008,2025-07-11 14:40:00,1.0,125,203,1,4500.0,3086.0,Audio,992.3333333333334,992.3333333333334,Audio,,,
5009,2025-04-29 09:19:00,6.0,127,435,1,9500.0,6907.0,Audio,992.3333333333334,992.3333333333334,Audio,,,
5010,2024-07-20 15:37:00,1.0,106,921,1,320000.0,198987.0,Computers,488.0,488.0,Computers,,,
5011,2023-10-08 15:22:00,2.0,125,133,1,4500.0,3086.0,Audio,,,Audio,,,
5012,2024-05-03 12:15:00,2.0,119,673,1,2800.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
5013,2024-12-17 10:20:00,9.0,118,163,1,3500.0,2473.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
5014,2024-05-18 13:36:00,1.0,120,344,3,4500.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
5015,2024-02-12 20:37:00,9.0,134,513,1,28000.0,17855.0,Printers,541.75,541.75,Printers,,,
5016,2024-08-29 09:24:00,5.0,132,601,1,38000.0,23961.0,Printers,541.75,541.75,Printers,,,
5017,2025-10-29 12:38:00,6.0,110,26,1,24000.0,15039.0,Computers,488.0,488.0,Computers,,,
5018,2025-05-13 16:16:00,3.0,118,1129,2,7000.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
5019,2024-09-23 10:49:00,7.0,115,840,1,230000.0,161913.0,Smartphones,488.0,488.0,Smartphones,,,
5020,2023-06-24 09:17:00,1.0,105,710,1,85000.0,52017.0,Computers,488.0,488.0,Computers,,,
5021,2023-09-12 20:57:00,6.0,120,744,2,3000.0,1029.0,Smartphones,,,Smartphones,,,
5022,2023-04-13 17:57:00,2.0,119,1120,1,2800.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
5023,2023-09-15 20:56:00,3.0,119,476,1,2800.0,1695.0,Smartphones,488.0,488.0,Smartphones,,,
5024,2024-05-23 15:15:00,5.0,119,586,2,5600.0,1695.0,Smartphones,,,Smartphones,,,
5025,2024-06-09 17:25:00,5.0,137,572,2,4400.0,1422.0,Printers,488.0,488.0,Printers,,,
5026,2023-03-13 12:57:00,9.0,110,274,1,24000.0,15039.0,Computers,541.75,541.75,Computers,,,
5027,2024-05-13 15:09:00,9.0,121,876,1,800.0,526.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
5028,2024-09-12 17:49:00,5.0,121,1023,1,800.0,526.0,Smartphones,488.0,488.0,Smartphones,,,
5029,2024-03-27 19:27:00,1.0,120,444,2,3000.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
5030,2024-03-09 17:26:00,2.0,110,720,1,24000.0,15039.0,Computers,,,Computers,,,
5031,2023-03-25 17:25:00,1.0,118,428,3,10500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
5032,2023-08-29 19:26:00,7.0,121,661,3,2400.0,526.0,Smartphones,488.0,488.0,Smartphones,,,
5033,2023-07-20 12:41:00,1.0,126,271,1,24000.0,17991.0,Audio,488.0,488.0,Audio,,,
5034,2025-09-10 12:20:00,1.0,112,905,1,38000.0,25796.0,Smartphones,488.0,488.0,Smartphones,,,
5035,2024-01-10 19:36:00,8.0,102,308,1,195000.0,141052.0,Computers,541.75,541.75,Computers,,,
5036,2024-11-08 13:22:00,1.0,136,193,2,5000.0,1606.0,Printers,992.3333333333334,992.3333333333334,,,,
5037,2023-04-06 17:04:00,3.0,125,899,3,13500.0,3086.0,Audio,488.0,488.0,Audio,,,
5038,2024-10-01 10:43:00,4.0,106,1185,1,320000.0,198987.0,Computers,488.0,488.0,Computers,,,
5039,2024-10-20 10:43:00,5.0,100,24,1,125000.0,87901.0,Computers,992.3333333333334,992.3333333333334,Computers,,,
5040,2024-10-18 19:36:00,7.0,106,426,1,320000.0,198987.0,Computers,992.3333333333334,992.3333333333334,Computers,,,
5041,2024-07-13 11:42:00,4.0,132,601,1,38000.0,23961.0,Printers,541.75,541.75,Printers,,,
5042,2025-11-10 16:51:00,8.0,120,258,3,4500.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
5043,2023-03-23 19:33:00,5.0,113,120,1,58000.0,37157.0,Smartphones,,,Smartphones,,,
5044,2025-12-20 17:04:00,5.0,125,864,3,13500.0,3086.0,Audio,488.0,488.0,Audio,,,
5045,2024-01-21 19:20:00,7.0,121,101,1,800.0,526.0,Smartphones,992.3333333333334,992.3333333333334,,,,
5046,2023-06-22 12:33:00,2.0,112,664,1,38000.0,25796.0,Smartphones,541.75,541.75,Smartphones,,,
5047,2025-06-21 17:05:00,1.0,118,781,1,3500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
5048,2025-02-11 19:33:00,1.0,108,340,1,48000.0,31082.0,Computers,488.0,488.0,Computers,,,
5049,2025-06-22 20:04:00,4.0,118,54,1,3500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
5050,2024-06-30 12:28:00,7.0,137,806,2,4400.0,1422.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
5051,2023-08-10 20:25:00,1.0,108,508,1,48000.0,31082.0,Computers,488.0,488.0,Computers,,,
5052,2025-01-27 19:53:00,11.0,132,12,1,38000.0,23961.0,Printers,488.0,488.0,Printers,,,
5053,2024-11-21 19:03:00,5.0,107,414,1,65000.0,40453.0,Computers,,,Computers,,,
5054,2025-09-09 13:42:00,5.0,136,1101,1,2500.0,1606.0,Printers,,,Printers,,,
5055,2024-10-23 17:58:00,3.0,119,612,1,2800.0,1695.0,Smartphones,541.75,541.75,Smartphones,,,
5056,2023-05-21 16:37:00,5.0,137,1001,2,4400.0,1422.0,Printers,541.75,541.75,Printers,,,
5057,2023-09-11 09:04:00,1.0,136,292,5,12500.0,1606.0,Printers,488.0,488.0,Printers,,,
5058,2024-07-13 09:10:00,1.0,124,328,1,48000.0,33033.0,Audio,488.0,488.0,Audio,,,
5059,2023-07-07 11:55:00,7.0,125,943,3,13500.0,3086.0,Audio,992.3333333333334,992.3333333333334,Audio,,,
